id,title,description,category,priority,status,created_at
733,Account locked out,My account has been locked after multiple login attempts. This is affecting my work.,account,low,resolved,2025-11-04 17:13:40
734,Unauthorized access attempt,Multiple failed login attempts on my account from unknown location.,security,low,in_progress,2025-11-07 17:13:40
735,Important: Printer paper jam,Office printer has a paper jam that I cannot clear. Multiple users are reporting this issue.,hardware,medium,open,2025-10-17 17:13:40
736,Monitor display issues,Second monitor is not being detected by my computer. Multiple users are reporting this issue.,hardware,low,in_progress,2025-09-05 17:13:40
737,Keyboard keys not working,Several keys on my keyboard have stopped responding. Has been happening since yesterday.,hardware,low,resolved,2025-10-26 17:13:40
738,Slow internet speed,"Internet is extremely slow, pages take forever to load. This is affecting my work.",network,low,open,2025-09-15 17:13:40
739,Need help: Keyboard keys not working,Several keys on my keyboard have stopped responding. Multiple users are reporting this issue.,hardware,medium,resolved,2025-09-07 17:13:40
740,Password reset request,I forgot my password and need to reset it. Has been happening since yesterday.,account,low,open,2025-09-06 17:13:40
741,URGENT: Email client not syncing,Outlook is not syncing my emails properly. Please help urgently.,software,high,resolved,2025-09-26 17:13:40
742,Data breach concern,"Concerned about potential data breach, unusual activity noticed. This is affecting my work.",security,low,open,2025-10-02 17:13:40
743,Access permission needed,Need access to the shared drive for marketing team. Multiple users are reporting this issue.,account,low,open,2025-10-09 17:13:40
744,Need help: Printer paper jam,Office printer has a paper jam that I cannot clear. Please help urgently.,hardware,medium,open,2025-09-16 17:13:40
745,Network connectivity issues,Unable to connect to the office network from my laptop. Multiple users are reporting this issue.,network,low,open,2025-11-11 17:13:40
746,Keyboard keys not working,Several keys on my keyboard have stopped responding. Please help urgently.,hardware,low,in_progress,2025-10-07 17:13:40
747,URGENT: Security certificate error,Getting security certificate error on company website. Has been happening since yesterday.,security,high,open,2025-10-21 17:13:40
748,High priority: Mouse not responding,Wireless mouse is not connecting to my computer. Has been happening since yesterday.,hardware,medium,open,2025-09-26 17:13:40
749,Keyboard keys not working,Several keys on my keyboard have stopped responding. Please help urgently.,hardware,low,open,2025-11-04 17:13:40
750,Major issue: Browser performance issues,Chrome browser is very slow and unresponsive.,software,high,in_progress,2025-09-04 17:13:40
751,System down: Software installation error,Cannot install the updated version of Adobe Reader. Please help urgently.,software,high,open,2025-10-09 17:13:40
752,Printer paper jam,Office printer has a paper jam that I cannot clear. Has been happening since yesterday.,hardware,low,open,2025-11-03 17:13:40
753,High priority: Security certificate error,Getting security certificate error on company website. This is affecting my work.,security,medium,open,2025-10-29 17:13:40
754,Need help: Account locked out,My account has been locked after multiple login attempts. Multiple users are reporting this issue.,account,medium,open,2025-09-15 17:13:40
755,Network printer offline,Network printer is showing offline status.,network,low,open,2025-11-16 17:13:40
756,EMERGENCY: Network printer offline,Network printer is showing offline status. This is affecting my work.,network,high,open,2025-09-18 17:13:40
757,CRITICAL: Software license expired,AutoCAD showing license expired message. Has been happening since yesterday.,software,high,open,2025-09-18 17:13:40
758,High priority: Software license expired,AutoCAD showing license expired message. Has been happening since yesterday.,software,medium,resolved,2025-09-22 17:13:40
759,Keyboard keys not working,Several keys on my keyboard have stopped responding. Multiple users are reporting this issue.,hardware,low,open,2025-10-22 17:13:40
760,New user account setup,New employee needs account setup for all systems.,account,low,open,2025-09-01 17:13:40
761,EMERGENCY: Monitor display issues,Second monitor is not being detected by my computer. This is affecting my work.,hardware,high,resolved,2025-10-04 17:13:40
762,Important: Data breach concern,"Concerned about potential data breach, unusual activity noticed. Multiple users are reporting this issue.",security,medium,in_progress,2025-09-27 17:13:40
763,Account locked out,My account has been locked after multiple login attempts. Has been happening since yesterday.,account,low,in_progress,2025-10-18 17:13:40
764,CRITICAL: New user account setup,New employee needs account setup for all systems. This is affecting my work.,account,high,open,2025-10-28 17:13:40
765,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,open,2025-08-27 17:13:40
766,Password reset request,I forgot my password and need to reset it. Has been happening since yesterday.,account,low,in_progress,2025-09-07 17:13:40
767,Printer paper jam,Office printer has a paper jam that I cannot clear.,hardware,low,open,2025-10-16 17:13:40
768,Important: Password reset request,I forgot my password and need to reset it. This is affecting my work.,account,medium,open,2025-10-03 17:13:40
769,Network printer offline,Network printer is showing offline status. This is affecting my work.,network,low,open,2025-08-26 17:13:40
770,VPN not working,VPN connection keeps dropping every few minutes. Please help urgently.,network,low,open,2025-08-28 17:13:40
771,Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,low,open,2025-11-10 17:13:40
772,Security certificate error,Getting security certificate error on company website. Please help urgently.,security,low,resolved,2025-10-13 17:13:40
773,Important: Mouse not responding,Wireless mouse is not connecting to my computer. Please help urgently.,hardware,medium,resolved,2025-11-17 17:13:40
774,Need help: Browser performance issues,Chrome browser is very slow and unresponsive. Multiple users are reporting this issue.,software,medium,open,2025-11-08 17:13:40
775,Major issue: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Has been happening since yesterday.,security,high,resolved,2025-11-04 17:13:40
776,Important: Email account issues,"Cannot access my email account, shows invalid credentials. Please help urgently.",account,medium,open,2025-08-30 17:13:40
777,EMERGENCY: Monitor display issues,Second monitor is not being detected by my computer. This is affecting my work.,hardware,high,in_progress,2025-09-22 17:13:40
778,High priority: Network printer offline,Network printer is showing offline status. Please help urgently.,network,medium,open,2025-08-26 17:13:40
779,Need help: Suspicious email received,Received a phishing email claiming to be from IT. This is affecting my work.,security,medium,open,2025-11-03 17:13:40
780,Need help: Keyboard keys not working,Several keys on my keyboard have stopped responding.,hardware,medium,open,2025-10-16 17:13:40
781,High priority: Printer paper jam,Office printer has a paper jam that I cannot clear. Has been happening since yesterday.,hardware,medium,open,2025-09-13 17:13:40
782,EMERGENCY: Malware detected,Antivirus detected malware on my computer. This is affecting my work.,security,high,in_progress,2025-10-16 17:13:40
783,Account locked out,My account has been locked after multiple login attempts.,account,low,open,2025-09-05 17:13:40
784,Laptop screen flickering,My laptop screen keeps flickering and going black.,hardware,low,resolved,2025-11-15 17:13:40
785,High priority: Software license expired,AutoCAD showing license expired message. Multiple users are reporting this issue.,software,medium,in_progress,2025-10-22 17:13:40
786,Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,low,open,2025-11-12 17:13:40
787,Laptop screen flickering,My laptop screen keeps flickering and going black. Multiple users are reporting this issue.,hardware,low,open,2025-11-05 17:13:40
788,New user account setup,New employee needs account setup for all systems.,account,low,open,2025-10-12 17:13:40
789,Malware detected,Antivirus detected malware on my computer. Multiple users are reporting this issue.,security,low,open,2025-11-08 17:13:40
790,Important: Printer paper jam,Office printer has a paper jam that I cannot clear. Has been happening since yesterday.,hardware,medium,resolved,2025-10-08 17:13:40
791,Network connectivity issues,Unable to connect to the office network from my laptop. Has been happening since yesterday.,network,low,resolved,2025-09-24 17:13:40
792,Data breach concern,"Concerned about potential data breach, unusual activity noticed. Multiple users are reporting this issue.",security,low,open,2025-09-09 17:13:40
793,Monitor display issues,Second monitor is not being detected by my computer. Please help urgently.,hardware,low,open,2025-10-17 17:13:40
794,Malware detected,Antivirus detected malware on my computer. This is affecting my work.,security,low,open,2025-09-26 17:13:40
795,Email account issues,"Cannot access my email account, shows invalid credentials. Please help urgently.",account,low,open,2025-11-05 17:13:40
796,Need help: Printer paper jam,Office printer has a paper jam that I cannot clear. Has been happening since yesterday.,hardware,medium,in_progress,2025-09-26 17:13:40
797,Laptop screen flickering,My laptop screen keeps flickering and going black. Please help urgently.,hardware,low,open,2025-09-21 17:13:40
798,Important: Access permission needed,Need access to the shared drive for marketing team. Has been happening since yesterday.,account,medium,resolved,2025-09-10 17:13:40
799,Laptop screen flickering,My laptop screen keeps flickering and going black. Has been happening since yesterday.,hardware,low,resolved,2025-08-26 17:13:40
800,New user account setup,New employee needs account setup for all systems. Has been happening since yesterday.,account,low,open,2025-09-09 17:13:40
801,High priority: Email client not syncing,Outlook is not syncing my emails properly. Multiple users are reporting this issue.,software,medium,open,2025-09-29 17:13:40
802,Major issue: Access permission needed,Need access to the shared drive for marketing team. Multiple users are reporting this issue.,account,high,open,2025-11-01 17:13:40
803,Important: Monitor display issues,Second monitor is not being detected by my computer.,hardware,medium,open,2025-09-24 17:13:40
804,Data breach concern,"Concerned about potential data breach, unusual activity noticed. Please help urgently.",security,low,open,2025-11-08 17:13:40
805,Application crashing,Microsoft Excel crashes every time I open large files. Multiple users are reporting this issue.,software,low,open,2025-11-05 17:13:40
806,Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,low,open,2025-10-14 17:13:40
807,Slow internet speed,"Internet is extremely slow, pages take forever to load. Multiple users are reporting this issue.",network,low,in_progress,2025-09-22 17:13:40
808,CRITICAL: Malware detected,Antivirus detected malware on my computer. Has been happening since yesterday.,security,high,open,2025-11-12 17:13:40
809,Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Has been happening since yesterday.,security,low,open,2025-10-21 17:13:40
810,Important: Account locked out,My account has been locked after multiple login attempts. Multiple users are reporting this issue.,account,medium,open,2025-10-06 17:13:40
811,New user account setup,New employee needs account setup for all systems. Multiple users are reporting this issue.,account,low,open,2025-09-27 17:13:40
812,Printer paper jam,Office printer has a paper jam that I cannot clear.,hardware,low,in_progress,2025-10-17 17:13:40
813,EMERGENCY: Network printer offline,Network printer is showing offline status.,network,high,open,2025-08-31 17:13:40
814,CRITICAL: Application crashing,Microsoft Excel crashes every time I open large files. This is affecting my work.,software,high,open,2025-10-05 17:13:40
815,High priority: Software license expired,AutoCAD showing license expired message.,software,medium,open,2025-09-28 17:13:40
816,Important: Email account issues,"Cannot access my email account, shows invalid credentials. This is affecting my work.",account,medium,open,2025-10-23 17:13:40
817,Need help: Laptop screen flickering,My laptop screen keeps flickering and going black. This is affecting my work.,hardware,medium,resolved,2025-08-25 17:13:40
818,Suspicious email received,Received a phishing email claiming to be from IT.,security,low,open,2025-11-10 17:13:40
819,URGENT: Monitor display issues,Second monitor is not being detected by my computer. This is affecting my work.,hardware,high,resolved,2025-10-02 17:13:40
820,Keyboard keys not working,Several keys on my keyboard have stopped responding. Multiple users are reporting this issue.,hardware,low,open,2025-09-02 17:13:40
821,Laptop screen flickering,My laptop screen keeps flickering and going black. Multiple users are reporting this issue.,hardware,low,open,2025-10-27 17:13:40
822,Network printer offline,Network printer is showing offline status. This is affecting my work.,network,low,open,2025-08-24 17:13:40
823,Important: Data breach concern,"Concerned about potential data breach, unusual activity noticed. Multiple users are reporting this issue.",security,medium,in_progress,2025-10-16 17:13:40
824,CRITICAL: Network connectivity issues,Unable to connect to the office network from my laptop.,network,high,open,2025-09-20 17:13:40
825,High priority: Network connectivity issues,Unable to connect to the office network from my laptop. Please help urgently.,network,medium,open,2025-09-08 17:13:40
826,Access permission needed,Need access to the shared drive for marketing team.,account,low,open,2025-09-20 17:13:40
827,Software installation error,Cannot install the updated version of Adobe Reader. Please help urgently.,software,low,open,2025-11-09 17:13:40
828,Browser performance issues,Chrome browser is very slow and unresponsive. Has been happening since yesterday.,software,low,open,2025-10-19 17:13:40
829,Monitor display issues,Second monitor is not being detected by my computer. This is affecting my work.,hardware,low,in_progress,2025-08-23 17:13:40
830,Account locked out,My account has been locked after multiple login attempts. Has been happening since yesterday.,account,low,open,2025-09-17 17:13:40
831,Account locked out,My account has been locked after multiple login attempts. Has been happening since yesterday.,account,low,open,2025-11-11 17:13:40
832,Software installation error,Cannot install the updated version of Adobe Reader. Multiple users are reporting this issue.,software,low,open,2025-11-09 17:13:40
833,High priority: VPN not working,VPN connection keeps dropping every few minutes.,network,medium,open,2025-10-30 17:13:40
834,Network printer offline,Network printer is showing offline status.,network,low,open,2025-11-12 17:13:40
835,High priority: Slow internet speed,"Internet is extremely slow, pages take forever to load. This is affecting my work.",network,medium,in_progress,2025-10-03 17:13:40
836,Email client not syncing,Outlook is not syncing my emails properly. Has been happening since yesterday.,software,low,in_progress,2025-10-07 17:13:40
837,Printer paper jam,Office printer has a paper jam that I cannot clear. Has been happening since yesterday.,hardware,low,open,2025-11-09 17:13:40
838,Data breach concern,"Concerned about potential data breach, unusual activity noticed. This is affecting my work.",security,low,in_progress,2025-10-31 17:13:40
839,Software installation error,Cannot install the updated version of Adobe Reader. Has been happening since yesterday.,software,low,open,2025-10-04 17:13:40
840,Email account issues,"Cannot access my email account, shows invalid credentials. Please help urgently.",account,low,resolved,2025-11-16 17:13:40
841,Data breach concern,"Concerned about potential data breach, unusual activity noticed. This is affecting my work.",security,low,resolved,2025-10-03 17:13:40
842,Need help: Mouse not responding,Wireless mouse is not connecting to my computer. Please help urgently.,hardware,medium,in_progress,2025-11-03 17:13:40
843,Mouse not responding,Wireless mouse is not connecting to my computer.,hardware,low,resolved,2025-09-24 17:13:40
844,Email account issues,"Cannot access my email account, shows invalid credentials. This is affecting my work.",account,low,open,2025-10-01 17:13:40
845,Browser performance issues,Chrome browser is very slow and unresponsive. Please help urgently.,software,low,resolved,2025-10-22 17:13:40
846,Need help: WiFi connection problems,Cannot connect to WiFi in conference room B. Please help urgently.,network,medium,open,2025-09-02 17:13:40
847,Major issue: Suspicious email received,Received a phishing email claiming to be from IT. Multiple users are reporting this issue.,security,high,in_progress,2025-10-12 17:13:40
848,High priority: Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,medium,in_progress,2025-09-10 17:13:40
849,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,open,2025-11-14 17:13:40
850,Mouse not responding,Wireless mouse is not connecting to my computer. This is affecting my work.,hardware,low,resolved,2025-08-28 17:13:40
851,WiFi connection problems,Cannot connect to WiFi in conference room B.,network,low,in_progress,2025-10-08 17:13:40
852,Password reset request,I forgot my password and need to reset it. Please help urgently.,account,low,open,2025-09-15 17:13:40
853,High priority: Malware detected,Antivirus detected malware on my computer.,security,medium,open,2025-11-16 17:13:40
854,Browser performance issues,Chrome browser is very slow and unresponsive. Please help urgently.,software,low,resolved,2025-09-29 17:13:40
855,CRITICAL: Slow internet speed,"Internet is extremely slow, pages take forever to load. Multiple users are reporting this issue.",network,high,open,2025-09-13 17:13:40
856,High priority: Keyboard keys not working,Several keys on my keyboard have stopped responding. Please help urgently.,hardware,medium,in_progress,2025-10-23 17:13:40
857,High priority: Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,medium,open,2025-10-25 17:13:40
858,Important: Email account issues,"Cannot access my email account, shows invalid credentials. This is affecting my work.",account,medium,resolved,2025-11-14 17:13:40
859,High priority: Suspicious email received,Received a phishing email claiming to be from IT.,security,medium,open,2025-10-13 17:13:40
860,High priority: Browser performance issues,Chrome browser is very slow and unresponsive. Has been happening since yesterday.,software,medium,resolved,2025-09-05 17:13:40
861,Major issue: Software license expired,AutoCAD showing license expired message. Has been happening since yesterday.,software,high,resolved,2025-11-14 17:13:40
862,Software license expired,AutoCAD showing license expired message. This is affecting my work.,software,low,open,2025-09-26 17:13:40
863,System down: Network connectivity issues,Unable to connect to the office network from my laptop. Has been happening since yesterday.,network,high,open,2025-10-20 17:13:40
864,New user account setup,New employee needs account setup for all systems. Has been happening since yesterday.,account,low,in_progress,2025-11-10 17:13:40
865,EMERGENCY: Access permission needed,Need access to the shared drive for marketing team. Has been happening since yesterday.,account,high,in_progress,2025-09-20 17:13:40
866,Password reset request,I forgot my password and need to reset it. Please help urgently.,account,low,open,2025-09-01 17:13:40
867,Malware detected,Antivirus detected malware on my computer.,security,low,in_progress,2025-10-29 17:13:40
868,Need help: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Has been happening since yesterday.,security,medium,resolved,2025-09-25 17:13:40
869,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,open,2025-10-12 17:13:40
870,URGENT: Account locked out,My account has been locked after multiple login attempts.,account,high,open,2025-10-27 17:13:40
871,Email client not syncing,Outlook is not syncing my emails properly. Multiple users are reporting this issue.,software,low,in_progress,2025-10-11 17:13:40
872,CRITICAL: Suspicious email received,Received a phishing email claiming to be from IT. Multiple users are reporting this issue.,security,high,in_progress,2025-08-27 17:13:40
873,Laptop screen flickering,My laptop screen keeps flickering and going black. Please help urgently.,hardware,low,in_progress,2025-10-29 17:13:40
874,High priority: Security certificate error,Getting security certificate error on company website. This is affecting my work.,security,medium,open,2025-10-26 17:13:40
875,Software license expired,AutoCAD showing license expired message.,software,low,open,2025-10-11 17:13:40
876,EMERGENCY: Malware detected,Antivirus detected malware on my computer. Please help urgently.,security,high,open,2025-11-18 17:13:40
877,Need help: Network connectivity issues,Unable to connect to the office network from my laptop. Please help urgently.,network,medium,open,2025-09-06 17:13:40
878,Software license expired,AutoCAD showing license expired message. Has been happening since yesterday.,software,low,open,2025-08-25 17:13:40
879,Account locked out,My account has been locked after multiple login attempts. Please help urgently.,account,low,open,2025-10-19 17:13:40
880,Application crashing,Microsoft Excel crashes every time I open large files. Please help urgently.,software,low,open,2025-11-11 17:13:40
881,New user account setup,New employee needs account setup for all systems. Please help urgently.,account,low,open,2025-09-24 17:13:40
882,Need help: WiFi connection problems,Cannot connect to WiFi in conference room B. Please help urgently.,network,medium,open,2025-11-02 17:13:40
883,Software installation error,Cannot install the updated version of Adobe Reader. Multiple users are reporting this issue.,software,low,in_progress,2025-09-09 17:13:40
884,VPN not working,VPN connection keeps dropping every few minutes. Has been happening since yesterday.,network,low,open,2025-10-04 17:13:40
885,Network connectivity issues,Unable to connect to the office network from my laptop. Multiple users are reporting this issue.,network,low,in_progress,2025-10-11 17:13:40
886,Network printer offline,Network printer is showing offline status. This is affecting my work.,network,low,in_progress,2025-11-11 17:13:40
887,Data breach concern,"Concerned about potential data breach, unusual activity noticed. Has been happening since yesterday.",security,low,open,2025-09-03 17:13:40
888,High priority: Email client not syncing,Outlook is not syncing my emails properly.,software,medium,open,2025-11-04 17:13:40
889,Data breach concern,"Concerned about potential data breach, unusual activity noticed.",security,low,in_progress,2025-10-14 17:13:40
890,Need help: Network connectivity issues,Unable to connect to the office network from my laptop. Please help urgently.,network,medium,open,2025-11-20 17:13:40
891,Network printer offline,Network printer is showing offline status. This is affecting my work.,network,low,resolved,2025-11-18 17:13:40
892,Need help: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Multiple users are reporting this issue.,security,medium,in_progress,2025-09-25 17:13:40
893,Software installation error,Cannot install the updated version of Adobe Reader. This is affecting my work.,software,low,resolved,2025-09-26 17:13:40
894,VPN not working,VPN connection keeps dropping every few minutes. Multiple users are reporting this issue.,network,low,in_progress,2025-09-18 17:13:40
895,Need help: Printer paper jam,Office printer has a paper jam that I cannot clear. Please help urgently.,hardware,medium,open,2025-10-14 17:13:40
896,High priority: Data breach concern,"Concerned about potential data breach, unusual activity noticed.",security,medium,resolved,2025-08-24 17:13:40
897,System down: Slow internet speed,"Internet is extremely slow, pages take forever to load. Has been happening since yesterday.",network,high,resolved,2025-11-20 17:13:40
898,Network connectivity issues,Unable to connect to the office network from my laptop. Please help urgently.,network,low,in_progress,2025-10-09 17:13:40
899,Application crashing,Microsoft Excel crashes every time I open large files. Has been happening since yesterday.,software,low,in_progress,2025-10-20 17:13:40
900,System down: New user account setup,New employee needs account setup for all systems. Please help urgently.,account,high,open,2025-08-25 17:13:40
901,System down: Software installation error,Cannot install the updated version of Adobe Reader.,software,high,open,2025-11-17 17:13:40
902,High priority: WiFi connection problems,Cannot connect to WiFi in conference room B.,network,medium,open,2025-11-01 17:13:40
903,Data breach concern,"Concerned about potential data breach, unusual activity noticed. This is affecting my work.",security,low,open,2025-09-18 17:13:40
904,Access permission needed,Need access to the shared drive for marketing team. Has been happening since yesterday.,account,low,resolved,2025-10-07 17:13:40
905,Access permission needed,Need access to the shared drive for marketing team. Please help urgently.,account,low,in_progress,2025-08-27 17:13:40
906,Account locked out,My account has been locked after multiple login attempts. Please help urgently.,account,low,open,2025-09-16 17:13:40
907,Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,low,open,2025-11-12 17:13:40
908,Monitor display issues,Second monitor is not being detected by my computer. Multiple users are reporting this issue.,hardware,low,resolved,2025-10-11 17:13:40
909,System down: New user account setup,New employee needs account setup for all systems. Multiple users are reporting this issue.,account,high,resolved,2025-08-22 17:13:40
910,Important: Software license expired,AutoCAD showing license expired message. Please help urgently.,software,medium,resolved,2025-09-26 17:13:40
911,Need help: Application crashing,Microsoft Excel crashes every time I open large files. Has been happening since yesterday.,software,medium,open,2025-10-30 17:13:40
912,New user account setup,New employee needs account setup for all systems. Multiple users are reporting this issue.,account,low,open,2025-09-04 17:13:40
913,WiFi connection problems,Cannot connect to WiFi in conference room B. Multiple users are reporting this issue.,network,low,open,2025-09-11 17:13:40
914,Data breach concern,"Concerned about potential data breach, unusual activity noticed. Please help urgently.",security,low,open,2025-10-14 17:13:40
915,WiFi connection problems,Cannot connect to WiFi in conference room B. Has been happening since yesterday.,network,low,resolved,2025-09-03 17:13:40
916,Major issue: Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,high,open,2025-10-23 17:13:40
917,CRITICAL: Malware detected,Antivirus detected malware on my computer.,security,high,open,2025-11-09 17:13:40
918,Important: Mouse not responding,Wireless mouse is not connecting to my computer.,hardware,medium,resolved,2025-11-01 17:13:40
919,New user account setup,New employee needs account setup for all systems. Multiple users are reporting this issue.,account,low,open,2025-11-11 17:13:40
920,Mouse not responding,Wireless mouse is not connecting to my computer.,hardware,low,open,2025-11-01 17:13:40
921,Software installation error,Cannot install the updated version of Adobe Reader. Please help urgently.,software,low,open,2025-08-22 17:13:40
922,Network printer offline,Network printer is showing offline status. Please help urgently.,network,low,in_progress,2025-09-24 17:13:40
923,Suspicious email received,Received a phishing email claiming to be from IT.,security,low,open,2025-10-31 17:13:40
924,Slow internet speed,"Internet is extremely slow, pages take forever to load. This is affecting my work.",network,low,open,2025-10-11 17:13:40
925,Printer paper jam,Office printer has a paper jam that I cannot clear. This is affecting my work.,hardware,low,open,2025-10-31 17:13:40
926,Important: Application crashing,Microsoft Excel crashes every time I open large files. Please help urgently.,software,medium,open,2025-11-15 17:13:40
927,Network printer offline,Network printer is showing offline status. Please help urgently.,network,low,resolved,2025-11-18 17:13:40
928,Mouse not responding,Wireless mouse is not connecting to my computer. This is affecting my work.,hardware,low,open,2025-11-17 17:13:40
929,Application crashing,Microsoft Excel crashes every time I open large files. Please help urgently.,software,low,open,2025-10-19 17:13:40
930,System down: Password reset request,I forgot my password and need to reset it. Please help urgently.,account,high,open,2025-10-25 17:13:40
931,Printer paper jam,Office printer has a paper jam that I cannot clear.,hardware,low,open,2025-08-22 17:13:40
932,New user account setup,New employee needs account setup for all systems.,account,low,open,2025-10-29 17:13:40
933,Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,low,resolved,2025-10-05 17:13:40
934,Software installation error,Cannot install the updated version of Adobe Reader. Has been happening since yesterday.,software,low,open,2025-11-07 17:13:40
935,Password reset request,I forgot my password and need to reset it. This is affecting my work.,account,low,open,2025-11-18 17:13:40
936,Monitor display issues,Second monitor is not being detected by my computer.,hardware,low,resolved,2025-09-15 17:13:40
937,Important: WiFi connection problems,Cannot connect to WiFi in conference room B.,network,medium,open,2025-11-01 17:13:40
938,System down: Email account issues,"Cannot access my email account, shows invalid credentials. Has been happening since yesterday.",account,high,in_progress,2025-09-23 17:13:40
939,Important: Security certificate error,Getting security certificate error on company website. Has been happening since yesterday.,security,medium,open,2025-09-24 17:13:40
940,EMERGENCY: Browser performance issues,Chrome browser is very slow and unresponsive. Multiple users are reporting this issue.,software,high,in_progress,2025-09-25 17:13:40
941,Email account issues,"Cannot access my email account, shows invalid credentials. Please help urgently.",account,low,resolved,2025-09-21 17:13:40
942,Email account issues,"Cannot access my email account, shows invalid credentials. This is affecting my work.",account,low,in_progress,2025-09-05 17:13:40
943,High priority: Malware detected,Antivirus detected malware on my computer. This is affecting my work.,security,medium,resolved,2025-09-12 17:13:40
944,Need help: Email client not syncing,Outlook is not syncing my emails properly. Please help urgently.,software,medium,open,2025-10-24 17:13:40
945,New user account setup,New employee needs account setup for all systems.,account,low,in_progress,2025-09-13 17:13:40
946,Need help: Browser performance issues,Chrome browser is very slow and unresponsive. Multiple users are reporting this issue.,software,medium,resolved,2025-10-11 17:13:40
947,System down: Keyboard keys not working,Several keys on my keyboard have stopped responding.,hardware,high,resolved,2025-09-06 17:13:40
948,Security certificate error,Getting security certificate error on company website. Please help urgently.,security,low,resolved,2025-09-27 17:13:40
949,Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,low,open,2025-10-03 17:13:40
950,Security certificate error,Getting security certificate error on company website. Has been happening since yesterday.,security,low,resolved,2025-09-23 17:13:40
951,Application crashing,Microsoft Excel crashes every time I open large files. Has been happening since yesterday.,software,low,open,2025-09-19 17:13:40
952,Browser performance issues,Chrome browser is very slow and unresponsive. Has been happening since yesterday.,software,low,open,2025-10-04 17:13:40
953,Need help: New user account setup,New employee needs account setup for all systems.,account,medium,open,2025-10-24 17:13:40
954,Password reset request,I forgot my password and need to reset it. Multiple users are reporting this issue.,account,low,open,2025-11-15 17:13:40
955,Account locked out,My account has been locked after multiple login attempts. Please help urgently.,account,low,open,2025-11-09 17:13:40
956,Important: Access permission needed,Need access to the shared drive for marketing team. Multiple users are reporting this issue.,account,medium,open,2025-11-19 17:13:40
957,Important: VPN not working,VPN connection keeps dropping every few minutes. This is affecting my work.,network,medium,resolved,2025-10-23 17:13:40
958,High priority: Software installation error,Cannot install the updated version of Adobe Reader.,software,medium,open,2025-10-30 17:13:40
959,Email account issues,"Cannot access my email account, shows invalid credentials. Has been happening since yesterday.",account,low,open,2025-09-13 17:13:40
960,High priority: Mouse not responding,Wireless mouse is not connecting to my computer. Has been happening since yesterday.,hardware,medium,open,2025-10-22 17:13:40
961,Security certificate error,Getting security certificate error on company website.,security,low,resolved,2025-11-12 17:13:40
962,Suspicious email received,Received a phishing email claiming to be from IT. Multiple users are reporting this issue.,security,low,resolved,2025-10-18 17:13:40
963,Browser performance issues,Chrome browser is very slow and unresponsive. Has been happening since yesterday.,software,low,in_progress,2025-10-21 17:13:40
964,Network printer offline,Network printer is showing offline status. Please help urgently.,network,low,open,2025-09-19 17:13:40
965,Major issue: Laptop screen flickering,My laptop screen keeps flickering and going black. This is affecting my work.,hardware,high,in_progress,2025-09-22 17:13:40
966,Need help: VPN not working,VPN connection keeps dropping every few minutes. Multiple users are reporting this issue.,network,medium,in_progress,2025-10-02 17:13:40
967,High priority: Monitor display issues,Second monitor is not being detected by my computer. Has been happening since yesterday.,hardware,medium,open,2025-09-14 17:13:40
968,High priority: Data breach concern,"Concerned about potential data breach, unusual activity noticed.",security,medium,open,2025-08-28 17:13:40
969,Laptop screen flickering,My laptop screen keeps flickering and going black. Has been happening since yesterday.,hardware,low,open,2025-10-21 17:13:40
970,Malware detected,Antivirus detected malware on my computer. Please help urgently.,security,low,open,2025-11-07 17:13:40
971,Account locked out,My account has been locked after multiple login attempts. This is affecting my work.,account,low,in_progress,2025-11-20 17:13:40
972,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,open,2025-08-30 17:13:40
973,Need help: WiFi connection problems,Cannot connect to WiFi in conference room B. This is affecting my work.,network,medium,open,2025-09-11 17:13:40
974,VPN not working,VPN connection keeps dropping every few minutes. Multiple users are reporting this issue.,network,low,in_progress,2025-11-10 17:13:40
975,High priority: Software license expired,AutoCAD showing license expired message. Please help urgently.,software,medium,resolved,2025-09-08 17:13:40
976,Need help: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. This is affecting my work.,security,medium,open,2025-09-19 17:13:40
977,High priority: Email account issues,"Cannot access my email account, shows invalid credentials.",account,medium,open,2025-10-18 17:13:40
978,Need help: Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,medium,in_progress,2025-11-05 17:13:40
